Episodio,Passos,RecompensaTotal,Sucesso,Epsilon
704,200,-15.30000000000004,0,0.0393
705,200,-13.700000000000031,0,0.0392
706,200,-11.950000000000026,0,0.0390
707,200,-16.450000000000042,0,0.0389
708,200,-15.15000000000004,0,0.0387
709,200,-9.35000000000001,0,0.0386
710,200,-11.350000000000017,0,0.0384
711,200,-12.650000000000027,0,0.0383
712,200,-11.65000000000002,0,0.0382
713,200,-13.150000000000029,0,0.0380
714,200,-11.600000000000023,0,0.0379
715,200,-11.950000000000022,0,0.0377
716,200,-13.250000000000028,0,0.0376
717,200,-12.900000000000025,0,0.0375
718,200,-13.350000000000028,0,0.0373
719,200,-13.100000000000028,0,0.0372
720,200,-13.500000000000032,0,0.0371
721,200,-13.900000000000034,0,0.0369
722,200,-13.400000000000029,0,0.0368
723,200,-13.600000000000028,0,0.0366
724,200,-12.550000000000027,0,0.0365
725,200,-12.450000000000024,0,0.0364
726,200,-12.000000000000023,0,0.0363
727,200,-10.500000000000014,0,0.0361
728,200,-12.450000000000028,0,0.0360
729,200,-12.550000000000024,0,0.0359
730,200,-12.20000000000002,0,0.0357
731,200,-12.500000000000025,0,0.0356
732,200,-13.000000000000028,0,0.0355
733,200,-12.400000000000025,0,0.0353
734,200,-9.950000000000012,0,0.0352
735,200,-10.25000000000001,0,0.0351
736,200,-11.20000000000002,0,0.0350
737,200,-12.150000000000025,0,0.0348
738,200,-12.300000000000024,0,0.0347
739,200,-12.450000000000024,0,0.0346
740,200,-12.900000000000027,0,0.0345
741,200,-13.60000000000003,0,0.0344
742,200,-12.400000000000023,0,0.0342
743,200,-11.800000000000024,0,0.0341
744,200,-13.10000000000003,0,0.0340
745,200,-10.300000000000015,0,0.0339
746,200,-12.000000000000023,0,0.0338
747,200,-10.700000000000015,0,0.0336
748,200,-12.950000000000028,0,0.0335
749,200,-11.900000000000022,0,0.0334
750,200,-10.850000000000017,0,0.0333
751,200,-12.100000000000021,0,0.0332
752,200,-13.000000000000028,0,0.0331
753,200,-12.800000000000026,0,0.0329
754,200,-10.500000000000016,0,0.0328
755,200,-11.650000000000022,0,0.0327
756,200,-12.400000000000027,0,0.0326
757,200,-11.50000000000002,0,0.0325
758,200,-9.600000000000009,0,0.0324
759,200,-12.250000000000023,0,0.0323
760,200,-12.500000000000025,0,0.0321
761,200,-11.50000000000002,0,0.0320
762,200,-8.550000000000006,0,0.0319
763,200,-12.650000000000029,0,0.0318
764,200,-11.100000000000016,0,0.0317
765,200,-11.850000000000021,0,0.0316
766,200,-11.000000000000023,0,0.0315
767,200,-12.000000000000021,0,0.0314
768,200,-8.350000000000003,0,0.0313
769,200,-11.400000000000023,0,0.0312
770,200,-12.300000000000022,0,0.0311
771,200,-12.800000000000027,0,0.0310
772,200,-13.250000000000032,0,0.0309
773,200,-12.400000000000025,0,0.0308
774,200,-11.750000000000016,0,0.0306
775,200,-12.200000000000026,0,0.0305
776,200,-12.850000000000028,0,0.0304
777,200,-10.10000000000001,0,0.0303
778,200,-12.700000000000026,0,0.0302
779,200,-13.700000000000026,0,0.0301
780,200,-10.850000000000014,0,0.0300
781,200,-12.250000000000025,0,0.0299
782,200,-11.300000000000018,0,0.0298
783,200,-10.200000000000015,0,0.0297
784,200,-11.500000000000021,0,0.0296
785,200,-12.700000000000026,0,0.0295
786,200,-11.850000000000021,0,0.0294
787,200,-13.300000000000031,0,0.0294
788,200,-11.600000000000023,0,0.0293
789,200,-12.400000000000025,0,0.0292
790,200,-11.800000000000022,0,0.0291
791,200,-10.850000000000016,0,0.0290
792,200,-14.300000000000036,0,0.0289
793,200,-13.350000000000028,0,0.0288
794,200,-9.050000000000008,0,0.0287
795,200,-12.500000000000023,0,0.0286
796,200,-12.050000000000018,0,0.0285
797,200,-13.70000000000003,0,0.0284
798,200,-12.200000000000022,0,0.0283
799,200,-9.15000000000001,0,0.0282
800,200,-10.400000000000013,0,0.0281
801,200,-12.55000000000003,0,0.0280
802,200,-10.400000000000013,0,0.0280
803,200,-12.500000000000025,0,0.0279
804,200,-12.30000000000002,0,0.0278
805,200,-13.150000000000027,0,0.0277
806,200,-12.150000000000023,0,0.0276
807,200,-11.950000000000022,0,0.0275
808,200,-12.500000000000025,0,0.0274
